aX,aY,aZ,gX,gY,gZ
0.790,-0.659,0.104,-97.412,-8.850,-55.359
0.732,-0.649,0.053,-93.506,-6.531,-33.569
0.671,-0.601,0.016,-88.867,2.747,-12.207
0.605,-0.503,-0.005,-81.482,15.259,6.409
0.532,-0.396,-0.036,-69.885,20.996,24.536
0.441,-0.297,-0.072,-53.894,18.555,40.649
0.355,-0.148,-0.136,-35.522,12.512,52.185
0.328,-0.070,-0.182,-17.456,1.953,54.749
0.374,-0.035,-0.167,-3.784,-11.169,45.898
0.402,-0.085,-0.151,2.075,-27.649,31.067
0.397,-0.171,-0.080,1.465,-44.739,15.198
0.362,-0.228,0.002,-8.362,-53.345,3.540
0.321,-0.233,0.036,-26.367,-51.880,1.648
0.311,-0.151,0.099,-44.373,-44.617,9.399
0.299,-0.063,0.068,-57.312,-38.818,22.888
0.284,0.008,0.038,-54.504,-35.217,37.354
0.324,0.047,0.066,-37.048,-23.804,51.270
0.338,0.143,0.030,-14.099,-17.273,64.392
0.339,0.267,-0.063,9.583,-25.940,72.388
0.377,0.214,-0.079,25.635,-48.889,65.186
0.365,0.097,-0.034,22.705,-72.388,41.992
0.306,0.017,-0.021,-2.563,-87.341,15.137
0.259,-0.004,0.004,-38.635,-90.088,-1.282
0.281,-0.004,-0.006,-71.838,-85.327,-3.479
0.324,0.028,0.032,-93.933,-79.895,2.441
0.369,0.074,0.094,-107.239,-76.111,11.963
0.342,0.130,0.106,-111.389,-75.439,22.400
0.337,0.172,0.197,-104.126,-75.989,35.217
0.331,0.187,0.288,-94.604,-77.026,51.270
0.338,0.295,0.370,-94.788,-75.745,67.200
0.362,0.514,0.460,-111.633,-70.129,76.538
0.475,0.787,0.529,-141.174,-58.716,73.425
0.599,1.052,0.565,-167.664,-44.434,56.824
0.690,1.232,0.557,-173.401,-30.457,31.372
0.766,1.256,0.546,-147.522,-21.423,6.042
0.800,1.060,0.581,-94.299,-19.775,-9.521
0.830,0.719,0.660,-34.485,-23.499,-16.235
0.785,0.390,0.656,9.277,-26.855,-18.555
0.774,0.149,0.678,31.128,-20.386,-19.470
0.750,0.004,0.673,34.119,-10.803,-17.761
0.729,-0.050,0.629,24.841,0.671,-13.733
0.732,-0.054,0.552,12.695,14.587,-8.362
0.760,-0.018,0.481,4.089,27.710,-3.540
0.790,0.048,0.374,-0.122,38.269,0.366
0.826,0.099,0.290,2.136,43.884,4.822
0.867,0.131,0.232,7.507,44.678,9.521
0.861,0.164,0.189,11.841,42.725,12.939
0.863,0.193,0.171,14.771,40.283,14.099
0.885,0.194,0.138,16.602,38.452,13.000
0.915,0.162,0.123,17.334,36.743,10.254
0.918,0.129,0.107,16.052,35.400,7.324
0.949,0.129,0.094,11.536,34.912,6.104
0.942,0.131,0.029,5.615,29.297,7.935
0.933,0.110,-0.010,1.831,19.653,10.803
0.956,0.144,-0.009,-1.465,20.386,10.681
0.985,0.191,0.002,-5.432,22.766,9.766
0.988,0.224,0.021,-5.249,20.447,9.277
0.994,0.229,0.055,-2.991,16.602,9.399
1.001,0.241,0.073,-1.587,13.000,8.972
0.998,0.257,0.087,-0.488,10.071,8.240
0.984,0.276,0.105,1.099,7.202,7.568
0.966,0.290,0.133,3.845,4.700,6.409
0.947,0.290,0.153,7.935,3.235,4.639
0.933,0.263,0.186,12.939,3.174,3.357
0.929,0.234,0.202,15.320,5.005,2.991
0.925,0.211,0.210,14.709,8.118,2.808
0.922,0.203,0.208,11.597,12.085,2.808
0.925,0.205,0.182,7.141,15.686,2.686
0.937,0.203,0.160,4.150,18.433,2.075
0.938,0.194,0.136,2.930,18.921,1.526
0.939,0.178,0.117,2.808,18.005,1.160
0.934,0.158,0.107,3.052,16.296,1.404
0.918,0.145,0.115,3.052,14.465,2.502
0.908,0.147,0.122,2.197,13.367,3.174
0.906,0.148,0.128,2.258,13.306,3.418
0.907,0.142,0.131,2.747,14.038,3.784
0.916,0.131,0.131,2.747,14.648,4.272
0.925,0.124,0.131,1.404,15.198,5.127
0.929,0.130,0.126,-1.526,15.259,6.042
0.937,0.141,0.115,-4.272,15.625,6.836
0.939,0.160,0.101,-5.615,15.076,7.996
0.930,0.176,0.095,-5.554,12.939,9.460
0.927,0.183,0.093,-5.249,11.353,11.169
0.912,0.190,0.105,-4.944,10.559,11.658
0.911,0.209,0.114,-4.578,10.620,10.437
0.918,0.216,0.109,-2.930,12.329,8.179
0.924,0.207,0.123,-0.305,14.282,5.737
0.935,0.194,0.120,0.854,16.907,4.395
0.947,0.191,0.108,0.671,18.494,4.028
0.954,0.188,0.096,-0.183,19.165,4.333
0.965,0.193,0.084,-1.892,18.921,4.822
0.971,0.193,0.074,-3.418,17.944,5.310
0.977,0.184,0.072,-4.211,16.907,5.859

1.695,0.636,-0.507,3.418,-15.869,-6.409
1.804,0.762,-0.528,8.362,-22.095,-10.559
1.892,0.888,-0.542,18.616,-30.090,-15.991
1.964,0.958,-0.547,35.889,-38.147,-22.278
2.001,0.966,-0.505,58.655,-44.312,-28.809
1.998,0.913,-0.436,76.538,-44.861,-35.828
1.984,0.819,-0.353,80.627,-37.659,-44.006
1.982,0.732,-0.254,67.749,-24.658,-51.331
1.957,0.681,-0.152,41.016,-10.864,-55.359
1.916,0.638,-0.084,7.141,3.662,-57.251
1.894,0.601,-0.023,-27.710,19.531,-59.326
1.875,0.553,0.020,-59.937,32.410,-62.744
1.888,0.504,0.062,-84.717,42.786,-64.148
1.811,0.442,0.046,-98.267,49.866,-65.247
1.700,0.360,0.022,-98.389,56.335,-68.970
1.618,0.267,-0.030,-92.041,63.843,-73.059
1.559,0.210,-0.130,-84.290,67.139,-77.026
1.454,0.122,-0.248,-71.045,62.439,-81.787
1.415,0.012,-0.258,-53.162,54.321,-85.815
1.338,-0.101,-0.276,-38.818,42.542,-87.158
1.245,-0.219,-0.273,-30.884,29.846,-87.585
1.147,-0.337,-0.277,-29.785,18.921,-87.463
1.065,-0.441,-0.261,-34.790,7.874,-84.717
1.010,-0.508,-0.224,-45.532,-2.258,-78.857
0.980,-0.535,-0.191,-59.509,-10.376,-70.557
0.908,-0.523,-0.151,-70.190,-16.357,-60.303
0.794,-0.478,-0.126,-73.853,-17.822,-49.683
0.684,-0.444,-0.136,-70.129,-16.418,-38.696
0.586,-0.385,-0.138,-59.387,-15.320,-25.696
0.503,-0.305,-0.158,-47.302,-15.320,-12.268
0.446,-0.240,-0.153,-35.950,-16.296,-3.113
0.403,-0.202,-0.149,-25.696,-16.418,0.977
0.358,-0.208,-0.136,-16.113,-14.771,3.113
0.337,-0.247,-0.128,-9.155,-11.841,4.456
0.336,-0.294,-0.144,-8.911,-8.118,5.981
0.305,-0.309,-0.179,-15.503,-7.874,9.705
0.241,-0.278,-0.190,-25.391,-12.939,18.921
0.175,-0.164,-0.183,-35.522,-20.569,31.311
0.128,-0.038,-0.190,-40.161,-27.710,43.396
0.125,0.073,-0.179,-35.217,-35.828,55.420
0.127,0.188,-0.150,-21.240,-45.715,66.650
0.104,0.292,-0.154,-3.967,-57.495,75.256
0.054,0.386,-0.219,14.587,-73.425,77.087
0.060,0.359,-0.196,28.687,-85.754,69.153
0.106,0.290,-0.105,24.048,-98.022,52.551
0.117,0.232,-0.019,-0.610,-115.417,31.738
0.106,0.204,0.048,-35.767,-133.362,13.672
0.123,0.252,0.131,-70.496,-141.785,4.700
0.165,0.343,0.199,-93.933,-142.273,4.944
0.199,0.419,0.248,-101.868,-136.292,10.376
0.242,0.446,0.288,-97.412,-125.244,14.832
0.299,0.437,0.296,-85.693,-111.938,17.456
0.347,0.396,0.301,-70.862,-99.548,19.165
0.381,0.322,0.316,-57.922,-89.722,20.813
0.446,0.251,0.334,-50.659,-81.482,23.560
0.509,0.219,0.388,-51.636,-75.256,26.062
0.565,0.253,0.440,-61.768,-70.251,26.306
0.612,0.315,0.467,-74.341,-62.866,24.170
0.648,0.402,0.477,-79.712,-54.749,20.935
0.678,0.454,0.480,-73.853,-45.471,19.104
0.714,0.470,0.487,-58.228,-36.072,17.029
0.735,0.446,0.473,-37.170,-28.625,14.038
0.773,0.373,0.462,-15.320,-21.851,10.498
0.779,0.272,0.447,1.099,-15.137,6.958
0.785,0.195,0.436,9.033,-7.080,5.615
0.778,0.133,0.396,8.972,-0.061,5.981
0.797,0.084,0.384,4.456,6.714,6.836
0.801,0.069,0.365,-3.967,14.404,7.080
0.820,0.076,0.332,-14.282,22.034,7.996
0.828,0.092,0.276,-23.560,28.992,10.315
0.909,0.157,0.257,-29.358,36.804,12.085
0.916,0.220,0.201,-29.663,37.842,15.198
0.899,0.288,0.156,-24.536,34.973,18.677
0.912,0.356,0.113,-15.442,33.447,18.982
0.921,0.367,0.086,-2.563,29.541,17.212
0.932,0.337,0.078,7.996,24.414,14.221
0.948,0.293,0.090,13.245,20.081,11.047
0.959,0.257,0.109,12.512,16.663,8.972
0.971,0.256,0.123,7.629,15.381,8.118
0.975,0.290,0.127,2.319,15.320,7.874
0.981,0.330,0.121,-0.488,16.052,7.874
0.984,0.358,0.112,0.488,17.090,7.812
0.989,0.371,0.091,3.784,17.822,6.653
0.990,0.364,0.081,8.118,17.822,4.761
0.985,0.343,0.077,10.681,17.395,2.258
0.980,0.314,0.078,11.169,16.541,-0.122
0.977,0.294,0.087,9.888,16.296,-1.221
0.973,0.274,0.095,6.592,16.724,-2.441
0.970,0.247,0.103,2.441,17.822,-4.089
0.966,0.234,0.110,-1.953,19.165,-4.700
0.956,0.245,0.106,-7.080,20.325,-4.272
0.949,0.263,0.094,-9.521,20.813,-3.235
0.937,0.273,0.093,-7.629,19.958,-2.197
0.927,0.271,0.095,-3.601,19.104,-1.709
0.920,0.258,0.105,0.549,18.433,-2.197
0.923,0.236,0.118,2.869,19.531,-3.174
0.929,0.224,0.123,1.831,20.996,-4.211
0.935,0.232,0.127,-0.793,22.949,-4.395
0.931,0.259,0.118,-3.052,24.719,-3.906
0.923,0.278,0.111,-2.747,25.696,-3.601
0.921,0.278,0.104,-0.183,26.123,-4.150
0.922,0.259,0.094,3.296,25.879,-4.517
0.914,0.234,0.092,6.287,25.146,-4.517
0.915,0.207,0.092,7.507,24.658,-3.784
0.920,0.194,0.089,7.446,23.804,-2.502
0.917,0.190,0.089,7.263,22.888,-1.221
0.917,0.190,0.082,7.690,21.973,0.427
0.908,0.201,0.086,9.338,21.362,2.747
0.897,0.219,0.084,10.925,21.118,4.333
0.900,0.228,0.083,13.184,21.179,4.272
0.899,0.228,0.087,15.747,21.606,2.930
0.901,0.225,0.094,17.273,22.705,1.160
0.908,0.228,0.087,18.494,24.231,-0.244
0.914,0.224,0.089,19.592,25.635,-1.099
0.914,0.223,0.084,20.020,26.855,-1.221
0.911,0.223,0.081,19.592,27.832,-0.916
0.907,0.223,0.075,18.188,29.053,-0.732
0.904,0.217,0.066,16.418,30.640,-0.671
0.900,0.209,0.056,14.099,32.410,-0.610

1.874,0.553,-0.231,12.817,-32.715,-13.428
1.954,0.605,-0.213,11.414,-31.799,-21.118
2.021,0.628,-0.166,9.338,-29.968,-29.358
2.061,0.622,-0.123,7.874,-26.672,-35.950
2.059,0.578,-0.059,9.583,-21.851,-41.443
2.060,0.508,0.017,11.597,-13.000,-45.044
2.019,0.433,0.058,8.362,-1.160,-45.715
1.985,0.371,0.081,-2.197,14.465,-43.701
1.889,0.344,0.074,-19.592,32.288,-41.138
1.796,0.323,0.038,-38.879,49.072,-38.147
1.737,0.307,-0.053,-53.772,62.622,-36.682
1.669,0.284,-0.121,-58.533,67.749,-40.649
1.579,0.204,-0.159,-51.025,63.599,-48.218
1.538,0.094,-0.180,-37.781,55.908,-56.885
1.504,-0.013,-0.201,-25.818,46.204,-66.162
1.446,-0.165,-0.229,-16.541,35.889,-74.890
1.444,-0.304,-0.197,-10.681,26.672,-80.872
1.412,-0.405,-0.184,-13.977,19.104,-83.679
1.295,-0.496,-0.301,-25.879,13.794,-82.336
1.235,-0.535,-0.328,-38.452,12.939,-79.407
1.198,-0.540,-0.332,-49.377,10.864,-74.890
1.096,-0.544,-0.308,-55.542,1.953,-65.674
1.012,-0.561,-0.278,-54.077,-8.667,-54.565
0.925,-0.594,-0.224,-45.166,-19.287,-41.626
0.794,-0.626,-0.141,-34.729,-28.137,-26.733
0.677,-0.619,-0.074,-28.198,-34.058,-10.437
0.572,-0.564,-0.001,-24.597,-36.072,5.310
0.506,-0.479,0.065,-21.118,-31.799,17.639
0.446,-0.392,0.064,-14.832,-21.545,24.475
0.382,-0.338,0.091,-3.052,-9.766,30.090
0.328,-0.262,0.075,7.874,0.244,36.011
0.287,-0.176,0.003,14.099,4.761,40.649
0.277,-0.132,-0.052,16.602,1.953,42.358
0.263,-0.088,-0.059,13.000,-7.935,40.833
0.237,0.001,-0.043,3.845,-20.874,38.086
0.218,0.091,-0.027,-3.540,-30.273,35.156
0.211,0.159,0.003,-2.563,-34.058,32.654
0.202,0.161,0.000,5.188,-33.752,30.273
0.199,0.117,0.049,17.639,-31.982,30.579
0.200,0.058,0.039,26.855,-28.625,34.180
0.149,0.083,-0.021,33.508,-28.442,40.466
0.158,0.100,-0.070,34.851,-35.828,46.753
0.214,0.081,-0.093,19.226,-52.612,43.030
0.242,0.104,-0.094,-16.174,-71.838,33.020
0.245,0.167,-0.100,-61.707,-86.731,21.667
0.277,0.228,-0.001,-106.995,-98.572,11.169
0.279,0.311,0.071,-143.921,-110.046,3.296
0.270,0.388,0.161,-162.476,-120.422,1.648
0.295,0.422,0.284,-160.278,-123.352,6.470
0.342,0.489,0.388,-146.179,-120.178,15.198
0.397,0.579,0.469,-129.089,-111.694,25.513
0.478,0.693,0.523,-113.098,-99.121,34.302
0.520,0.814,0.546,-98.145,-85.449,38.757
0.612,0.909,0.545,-80.505,-73.486,35.828
0.673,0.905,0.558,-59.998,-64.514,23.254
0.709,0.789,0.598,-39.612,-57.556,6.165
0.746,0.620,0.632,-23.010,-50.903,-8.667
0.769,0.445,0.640,-11.780,-42.480,-18.066
0.793,0.271,0.645,-3.845,-33.630,-22.095
0.815,0.159,0.664,1.282,-23.560,-21.851
0.812,0.126,0.637,2.441,-12.146,-18.738
0.791,0.115,0.608,4.517,-0.793,-13.611
0.788,0.113,0.574,8.057,11.841,-7.874
0.807,0.120,0.495,9.888,25.208,-3.296
0.824,0.139,0.400,11.902,35.828,-1.038
0.822,0.158,0.315,16.052,42.358,1.038
0.851,0.141,0.243,20.691,43.823,2.869
0.870,0.118,0.202,22.095,42.175,3.052
0.867,0.110,0.179,18.677,40.344,2.075
0.888,0.091,0.156,13.672,38.818,0.000
0.917,0.059,0.141,9.155,38.086,-1.770
0.940,0.034,0.126,5.798,37.048,-2.502
0.957,0.032,0.122,3.662,34.607,-1.343
0.952,0.074,0.120,2.197,30.945,1.282
0.939,0.121,0.121,2.625,27.222,3.967
0.930,0.150,0.124,5.432,24.475,5.493
0.934,0.164,0.127,8.240,22.644,5.920
0.932,0.169,0.120,9.155,21.606,5.127
0.940,0.159,0.120,8.667,20.447,3.540
0.953,0.143,0.121,6.592,19.348,1.831
0.966,0.141,0.118,3.540,18.555,0.916
0.969,0.152,0.114,1.343,17.395,1.038
0.963,0.165,0.116,0.610,16.235,1.343
0.954,0.165,0.109,1.770,15.564,1.099
0.951,0.143,0.109,3.662,15.442,0.488
0.954,0.113,0.102,4.700,15.381,0.244
0.953,0.090,0.096,3.723,15.259,0.488
0.951,0.080,0.096,1.526,14.771,0.793
0.950,0.096,0.095,-1.038,13.794,1.221
0.946,0.112,0.088,-1.404,12.146,1.526
0.949,0.119,0.090,0.549,10.193,1.526
0.948,0.116,0.097,2.991,7.935,1.770
0.948,0.108,0.103,3.906,6.104,2.258
0.937,0.104,0.123,3.479,5.676,2.747
0.925,0.102,0.133,2.075,6.531,2.563
0.920,0.098,0.139,0.793,8.850,2.136
0.920,0.091,0.137,-0.427,11.292,2.502
0.928,0.089,0.132,-1.831,13.000,3.723
0.932,0.103,0.125,-3.357,14.099,5.371
0.937,0.119,0.114,-4.822,14.587,6.714
0.941,0.129,0.099,-5.371,14.221,7.446
0.941,0.130,0.095,-4.883,13.184,7.812
0.943,0.118,0.087,-4.089,12.329,7.874
0.945,0.107,0.087,-4.089,11.353,8.118
0.945,0.104,0.084,-4.883,10.742,8.545
0.952,0.118,0.077,-5.859,9.827,9.155
0.952,0.143,0.068,-5.432,8.301,10.193
0.949,0.164,0.070,-3.418,6.104,11.536
0.942,0.183,0.080,-0.854,3.967,12.390
0.937,0.186,0.079,1.953,2.991,11.841
0.930,0.171,0.092,4.822,2.930,10.620
0.928,0.156,0.097,5.798,3.540,9.094
0.926,0.143,0.091,4.333,4.456,7.385
0.921,0.140,0.092,2.319,5.554,6.775
0.919,0.160,0.089,0.732,5.737,6.714
0.917,0.174,0.075,2.014,5.615,6.287
0.925,0.165,0.078,6.531,5.188,6.409
0.941,0.135,0.075,11.292,4.639,6.775
0.950,0.104,0.078,13.733,3.723,7.446

1.815,0.738,-0.424,-20.081,-38.879,-13.794
1.926,0.861,-0.425,-33.081,-32.410,-27.954
2.031,0.895,-0.389,-37.659,-30.823,-45.166
2.085,0.870,-0.306,-34.546,-33.691,-61.707
2.070,0.808,-0.214,-25.818,-39.063,-75.012
1.996,0.717,-0.097,-13.245,-44.495,-83.435
1.911,0.596,0.023,-1.953,-47.180,-86.487
1.815,0.479,0.123,3.052,-47.180,-86.792
1.713,0.369,0.219,2.380,-44.800,-85.510
1.618,0.281,0.302,-5.188,-39.673,-84.290
1.510,0.232,0.356,-14.954,-32.043,-85.327
1.409,0.152,0.398,-20.691,-21.729,-85.938
1.368,0.076,0.420,-20.142,-8.850,-85.754
1.329,0.006,0.393,-14.038,4.761,-83.984
1.295,-0.064,0.373,-1.953,19.348,-81.360
1.254,-0.155,0.311,12.512,33.203,-78.918
1.218,-0.286,0.245,27.405,43.396,-76.660
1.172,-0.417,0.157,38.025,49.500,-73.914
1.135,-0.530,0.095,41.016,52.185,-69.336
1.089,-0.624,0.035,35.828,52.673,-62.927
1.045,-0.706,0.005,22.766,50.720,-55.359
1.002,-0.725,-0.023,3.784,48.523,-47.119
0.961,-0.708,-0.070,-14.526,46.204,-38.391
0.908,-0.681,-0.115,-27.100,42.358,-30.029
0.844,-0.668,-0.129,-31.494,36.255,-21.301
0.777,-0.649,-0.128,-31.921,30.945,-11.780
0.727,-0.583,-0.129,-30.640,27.771,-0.977
0.688,-0.492,-0.161,-27.649,27.039,9.644
0.634,-0.422,-0.193,-20.996,26.306,19.104
0.591,-0.351,-0.190,-12.024,23.621,27.710
0.530,-0.313,-0.194,-4.761,19.653,35.278
0.468,-0.271,-0.184,2.014,13.550,42.297
0.417,-0.260,-0.148,9.399,6.836,50.659
0.363,-0.220,-0.129,14.648,-0.122,58.289
0.328,-0.178,-0.116,16.602,-4.089,65.002
0.316,-0.132,-0.133,13.977,-6.226,66.956
0.330,-0.107,-0.163,8.301,-9.155,64.453
0.375,-0.077,-0.180,-0.061,-13.184,59.570
0.401,-0.054,-0.194,-11.536,-18.982,52.856
0.380,-0.019,-0.195,-24.170,-28.015,45.471
0.359,0.054,-0.188,-36.987,-39.124,39.185
0.343,0.123,-0.205,-46.936,-51.941,33.997
0.315,0.150,-0.187,-50.781,-64.392,31.433
0.314,0.145,-0.133,-52.368,-73.792,32.898
0.318,0.130,-0.106,-56.519,-81.787,36.194
0.323,0.134,-0.032,-60.852,-86.975,38.635
0.344,0.116,-0.039,-65.308,-87.646,36.865
0.359,0.033,-0.040,-68.054,-87.219,32.104
0.366,-0.057,-0.014,-78.796,-87.280,28.931
0.333,-0.054,0.009,-102.478,-91.919,30.396
0.300,0.063,0.051,-132.568,-97.107,37.415
0.318,0.278,0.128,-158.386,-100.647,47.241
0.306,0.508,0.128,-173.340,-108.704,58.044
0.338,0.692,0.180,-174.500,-107.849,64.636
0.480,0.878,0.293,-166.626,-88.684,62.012
0.512,0.963,0.316,-152.283,-77.881,56.763
0.580,0.952,0.375,-134.094,-71.167,48.889
0.672,0.948,0.430,-122.559,-66.101,38.147
0.760,0.936,0.474,-116.272,-64.758,24.719
0.797,0.948,0.536,-108.704,-66.772,8.240
0.778,0.930,0.612,-93.323,-67.139,-6.531
0.753,0.859,0.652,-66.162,-62.256,-19.104
0.744,0.661,0.650,-26.062,-54.138,-28.442
0.749,0.391,0.636,16.235,-41.809,-32.776
0.747,0.146,0.607,46.021,-27.649,-30.701
0.790,-0.019,0.551,55.969,-13.794,-23.315
0.815,-0.089,0.515,47.913,-2.014,-14.282
0.817,-0.059,0.475,28.503,8.057,-6.226
0.812,0.032,0.429,7.202,18.799,-1.953
0.819,0.119,0.369,-7.019,28.503,-0.793
0.837,0.161,0.309,-11.414,36.072,-0.916
0.848,0.165,0.245,-9.216,40.283,-1.221
0.862,0.136,0.197,-4.517,41.504,-1.160
0.869,0.113,0.154,-0.366,41.992,-1.038
0.885,0.096,0.119,2.686,40.955,0.000
0.926,0.069,0.091,5.005,38.391,2.136
0.951,0.085,0.075,4.639,35.217,5.188
0.972,0.125,0.056,1.282,31.799,7.751
0.983,0.183,0.046,-1.892,27.527,9.216
0.987,0.234,0.053,-2.869,22.034,9.766
0.982,0.262,0.065,-2.075,16.479,8.667
0.976,0.264,0.081,0.122,12.085,6.714
0.966,0.251,0.092,2.563,8.789,4.761
0.972,0.236,0.104,4.700,5.981,3.357
0.969,0.232,0.126,6.836,3.784,2.380
0.952,0.232,0.157,8.850,2.319,1.648
0.954,0.233,0.186,9.949,2.136,0.671
0.957,0.236,0.199,9.705,3.357,-0.183
0.954,0.247,0.212,10.376,5.066,-0.610
0.948,0.254,0.210,12.451,6.714,-0.366
0.941,0.246,0.202,15.442,8.423,-0.671
0.937,0.219,0.191,18.127,10.742,-1.160
0.937,0.176,0.180,18.127,12.695,-1.892
0.937,0.133,0.167,15.503,14.099,-3.296
0.935,0.103,0.163,10.071,14.954,-4.089
0.938,0.102,0.159,3.662,15.808,-3.662
0.930,0.119,0.149,-1.221,16.296,-2.380
0.922,0.137,0.161,-2.991,16.113,-1.465
0.916,0.157,0.151,-2.258,16.724,-1.282
0.918,0.150,0.141,1.587,17.151,-1.282
0.920,0.117,0.147,6.836,17.151,-1.221
0.919,0.082,0.145,9.277,17.517,-0.793
0.916,0.074,0.149,7.935,18.250,0.549
0.917,0.086,0.141,3.906,19.409,1.709
0.918,0.112,0.132,-0.427,20.325,2.380
0.917,0.136,0.123,-2.930,20.935,2.991
0.919,0.149,0.108,-2.686,20.935,3.540
0.926,0.146,0.098,-0.916,20.264,4.272
0.927,0.140,0.097,1.526,19.104,4.883
0.929,0.132,0.090,2.930,18.433,5.432
0.941,0.125,0.081,4.822,18.372,5.676
0.949,0.121,0.073,6.836,17.944,6.348
0.952,0.126,0.068,7.812,16.785,7.202
0.952,0.141,0.066,7.446,15.259,7.935
0.946,0.156,0.066,6.104,13.733,8.240
0.944,0.165,0.070,5.127,12.268,7.812
0.946,0.164,0.076,4.272,11.292,6.897
0.951,0.155,0.075,3.174,10.803,6.104
0.959,0.155,0.081,2.014,10.681,5.737

1.829,0.582,-0.271,1.404,20.386,-28.992
1.896,0.593,-0.296,-3.052,31.616,-40.771
1.963,0.561,-0.342,-7.629,41.992,-49.866
1.989,0.532,-0.360,-8.789,46.204,-55.420
1.965,0.495,-0.347,-6.836,45.898,-59.326
1.884,0.439,-0.302,-2.441,43.579,-63.538
1.787,0.301,-0.256,2.197,42.175,-65.063
1.774,0.161,-0.228,0.183,45.044,-62.195
1.742,0.079,-0.248,-10.559,50.354,-57.800
1.684,0.023,-0.256,-24.353,54.260,-52.673
1.624,0.006,-0.280,-36.926,56.152,-47.485
1.556,0.031,-0.328,-43.335,55.603,-43.579
1.524,0.049,-0.369,-38.147,49.683,-42.053
1.478,0.018,-0.388,-24.597,39.551,-44.556
1.419,-0.073,-0.392,-8.606,26.917,-48.584
1.383,-0.175,-0.372,3.906,13.977,-50.171
1.318,-0.234,-0.352,10.620,3.845,-48.401
1.264,-0.260,-0.310,12.146,-2.502,-43.762
1.202,-0.283,-0.311,10.132,-6.836,-38.208
1.144,-0.304,-0.278,8.972,-12.268,-33.813
1.096,-0.328,-0.226,7.080,-16.418,-30.640
1.057,-0.374,-0.207,4.578,-19.348,-28.992
1.029,-0.448,-0.170,4.517,-23.315,-26.489
0.980,-0.469,-0.148,3.540,-26.672,-20.874
0.930,-0.455,-0.149,-1.526,-29.663,-13.794
0.883,-0.417,-0.146,-10.193,-31.738,-7.629
0.809,-0.344,-0.177,-20.935,-31.860,-2.197
0.756,-0.271,-0.209,-28.137,-32.349,1.465
0.700,-0.209,-0.240,-30.518,-33.813,5.188
0.668,-0.168,-0.255,-28.015,-37.659,8.179
0.631,-0.180,-0.231,-22.217,-42.969,9.338
0.601,-0.195,-0.203,-17.517,-47.241,9.583
0.566,-0.199,-0.180,-14.832,-49.988,10.925
0.531,-0.175,-0.145,-13.367,-52.002,12.878
0.499,-0.153,-0.158,-12.451,-52.246,13.672
0.459,-0.141,-0.162,-10.071,-52.429,14.954
0.464,-0.158,-0.169,-10.254,-53.589,18.372
0.464,-0.159,-0.168,-17.578,-54.504,23.254
0.454,-0.107,-0.197,-28.137,-55.908,28.564
0.453,-0.036,-0.225,-38.086,-59.570,32.593
0.418,0.044,-0.220,-49.011,-64.697,31.860
0.362,0.101,-0.235,-60.303,-72.205,26.611
0.307,0.104,-0.188,-67.200,-81.055,21.423
0.274,0.070,-0.165,-72.510,-88.257,17.456
0.267,0.021,-0.125,-75.378,-93.628,15.015
0.224,-0.020,-0.081,-77.148,-96.924,17.151
0.153,-0.037,-0.023,-78.735,-99.915,25.452
0.103,-0.010,0.034,-81.421,-100.403,37.292
0.047,0.040,0.058,-85.205,-100.159,48.462
0.047,0.102,0.097,-90.942,-102.417,57.251
0.084,0.181,0.146,-105.164,-108.154,62.866
0.122,0.348,0.219,-130.920,-114.502,63.904
0.171,0.617,0.296,-160.889,-117.493,62.927
0.250,0.850,0.352,-180.237,-115.051,60.852
0.341,1.030,0.429,-180.115,-106.934,55.786
0.431,1.146,0.489,-162.109,-95.642,43.518
